X,Y,Tangent X,Tangent Y,Fixed Theta,Reversed,Name
1.143,-3.81,1.5946797148453802,-0.01911056163899616,true,false,
2.219712533316206,-2.901086028065894,0.3302,1.016,true,false,
2.987413891654089,-2.151883497639767,0.8382,0.254,true,false,
5.682076490799909,-2.053223082110401,0.7801807263735903,-0.019018393757425756,true,false,
6.825920683343501,-3.008995857551138,0.24356790083812374,-1.686476477955106,true,false,
7.769360906843068,-3.9956000128448026,1.1530936064994703,-0.02466510388234111,true,false,
8.691219164445585,-2.956582511801162,0.03699765582351233,1.7358066857197905,true,false,
7.917351530137117,-2.0470568061398153,-0.5796299412350274,-0.036997655823512776,true,false,
6.91533168491699,-2.842506406345332,-0.762,-1.905,true,false,
5.4909219357117625,-4.0017662888153875,-1.143,-0.1778,true,false,
2.062472496066279,-3.493048521242092,-1.2085900902347388,1.6093980283227898,true,false,
0.456157605728782,-2.327622362801451,-2.7254939789987476,0.3298957644263192,true,false,
